case_number,account_id,account_name,case_status,issue_type,metric_date,metric_timezone,day_index,days_to_case_end,phase,issue_progress,is_current_metric_window,is_incident_marker,issue_signal,is_impacted_provider,mailbox_provider,recipient_domain,sending_domain,sending_ip,ip_pool,campaign,subaccount,count_targeted,count_rejected,count_injected,count_admin_bounce,count_sent,count_accepted,count_bounce,count_hard_bounce,count_soft_bounce,count_undetermined_bounce,count_block_bounce,count_delayed,count_delayed_first,count_delivered_first,count_delivered_subsequent,count_inband_bounce,count_outofband_bounce,count_spam_complaint,count_unique_clicked,count_nonprefetched_unique_confirmed_opened,count_nonprefetched_rendered,count_nonprefetched_initial_rendered,count_unsubscribe,count_inbox,count_spam,count_moved_to_inbox,count_moved_to_spam,avg_msg_size,avg_delivery_time_first,avg_delivery_time_subsequent,total_msg_volume,admin_bounce_rate,rejected_rate,accepted_rate,block_bounce_rate,bounce_rate,hard_bounce_rate,soft_bounce_rate,undetermined_bounce_rate,delayed_rate,spam_complaint_rate,nonprefetched_open_rate,click_through_rate,unsubscribe_rate,inbox_folder_rate,spam_folder_rate,moved_to_inbox_rate,moved_to_spam_rate
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-19,Europe/London,5,25,Baseline,0.0,false,false,New-IP over-ramp,false,GMX,gmx.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,11457,113,11344,6,11338,11082,256,101,144,11,76,191,82,8854,2319,165,91,6,89,1602,2243,2038,8,560,32,4,32,86900,418,774000,985272200,0.0005289139633286319,0.009862965872392424,0.9774210619156818,0.006703122243781972,0.022578938084318222,0.008908096666078674,0.012700652672429,0.0009701887458105486,0.007399386392347952,0.0005414185165132648,0.1445587439090417,0.008031041328280093,0.0007218913553510197,0.9459459459459459,0.05405405405405406,0.00036094567767550983,0.0028875654214040787
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-20,Europe/London,6,24,Baseline,0.0,false,false,New-IP over-ramp,true,Google,gmail.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,55452,510,54942,76,54866,53972,894,223,377,294,202,2876,2461,49129,5108,629,265,32,2084,7631,9881,7945,53,1327,109,164,49,86900,418,774000,4767855400,0.001383276910196207,0.009197143475438216,0.9837057558415048,0.0036816972259687236,0.016294244158495244,0.0040644479276783435,0.006871286406882222,0.0053585098239346774,0.0455977173349144,0.0005929000222337508,0.14138812717705476,0.038612613947973023,0.0009819906618246498,0.9240947075208914,0.07590529247910864,0.003038612613947973,0.000907878159045431
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-20,Europe/London,6,24,Baseline,0.0,false,false,New-IP over-ramp,true,Microsoft,outlook.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,39353,242,39111,58,39053,38232,821,279,524,18,252,2144,1796,30448,8057,548,273,25,647,8347,11156,9801,126,730,117,70,53,86900,418,774000,3393705700,0.0014829587584055638,0.006149467639061825,0.9789772872762655,0.006452769313497042,0.02102271272373441,0.007144137454228868,0.013417663175684326,0.0004609120938212173,0.04697635488595941,0.0006539024900606822,0.21832496338146057,0.016922996442770455,0.003295668549905838,0.8618654073199528,0.1381345926800472,0.00183092697216991,0.0013862732789286462
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-20,Europe/London,6,24,Baseline,0.0,false,false,New-IP over-ramp,false,Yahoo,yahoo.co.uk,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,24254,183,24071,28,24043,23494,549,122,325,102,246,1261,1189,21194,2492,357,192,28,559,2592,3612,3296,78,1078,169,33,35,86900,418,774000,2089336700,0.0011632254580200242,0.007545147192215717,0.9771659110759888,0.010231668261032317,0.022834088924011148,0.005074241983113588,0.013517447905835379,0.004242399035062181,0.0506086660423938,0.001191793649442411,0.11032604069124032,0.02379330892993956,0.0033199965948752875,0.8644747393744988,0.13552526062550121,0.0014046139439856985,0.0014897420618030135
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-20,Europe/London,6,24,Baseline,0.0,false,false,New-IP over-ramp,false,Apple,icloud.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,18191,198,17993,5,17988,17567,421,169,213,39,105,660,554,13189,4572,227,194,20,699,3656,4231,3698,30,797,46,14,34,86900,418,774000,1563157200,0.0002778858444950814,0.010884503325820461,0.9765955081165221,0.005837224816544363,0.023404491883477874,0.009395152323771402,0.011841227484989994,0.0021681120747164776,0.03153640348380486,0.0011384983207149769,0.2081174930266978,0.039790516308988444,0.0017077474810724654,0.9454329774614472,0.054567022538552785,0.0007969488245004839,0.0019354471452154608
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-20,Europe/London,6,24,Baseline,0.0,false,false,New-IP over-ramp,false,Zoho Mail,zoho.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,16675,208,16467,21,16446,16081,365,73,210,82,109,565,481,13850,2395,201,164,3,197,1679,2552,2388,58,890,66,69,14,86900,418,774000,1429157400,0.0012752778283840408,0.01247376311844078,0.9778061534719689,0.006627751428918886,0.022193846528031132,0.0044387693056062265,0.012769062385990515,0.004986014836434391,0.029911075181891674,0.00018655556246502083,0.10440892979292332,0.012250481935203035,0.003606740874323736,0.9309623430962343,0.06903765690376569,0.004290777936695479,0.0008705926248367639
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-20,Europe/London,6,24,Baseline,0.0,false,false,New-IP over-ramp,false,GMX,gmx.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,12127,111,12016,16,12000,11797,203,81,114,8,99,511,434,10612,1286,102,101,14,309,2035,2550,2048,33,503,46,23,32,86900,418,774000,1042800000,0.0013315579227696406,0.009153129380720706,0.9830833333333333,0.00825,0.016916666666666667,0.00675,0.0095,0.0006666666666666666,0.03678901415614139,0.0011867423921335934,0.17250148342799015,0.026193099940662882,0.002797321352886327,0.9162112932604736,0.08378870673952642,0.001949648215648046,0.002712554039162499
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-21,Europe/London,7,23,Baseline,0.0,false,false,New-IP over-ramp,true,Google,gmail.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,59623,633,58990,77,58913,58003,910,303,519,88,361,2099,1655,51749,6686,478,432,65,2258,6386,10558,9150,217,2352,258,51,27,86900,418,774000,5119539700,0.0013053059840650958,0.010616708317260118,0.98455349413542,0.006127679799025682,0.015446505864579975,0.005143177227437068,0.008809600597491215,0.0014937280396516899,0.02853300691343551,0.0011206316914642346,0.11009775356447081,0.03892902091271141,0.0037411858007344446,0.9011494252873563,0.09885057471264368,0.0008792648656103995,0.00046549316414668207
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-21,Europe/London,7,23,Baseline,0.0,false,false,New-IP over-ramp,true,Microsoft,outlook.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,42313,468,41845,18,41827,41201,626,189,408,29,296,1179,910,34696,6756,375,251,47,1384,10423,13128,10728,16,1935,196,39,6,86900,418,774000,3634766300,0.00043015891982315686,0.01106043060052466,0.9850335907428216,0.007076768594448562,0.014966409257178378,0.00451861237956344,0.009754464819375044,0.0006933320582398929,0.022086842552365232,0.0011407490109463362,0.2529792966190141,0.0335914176840368,0.0003883400888327953,0.9080244016893477,0.09197559831065227,0.0009465789665299386,0.00014562753331229825
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-21,Europe/London,7,23,Baseline,0.0,false,false,New-IP over-ramp,false,Yahoo,yahoo.co.uk,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,26079,98,25981,15,25966,25473,493,159,221,113,104,594,346,21837,3875,254,239,10,472,4563,5374,4991,35,807,96,25,43,86900,418,774000,2256445400,0.0005773449828720988,0.0037578127995705358,0.9810136332126627,0.004005237618424093,0.018986366787337287,0.006123392128167604,0.008511129939151197,0.0043518447200184855,0.013583009460997919,0.00039257252777450633,0.17913084442350724,0.018529423310956698,0.0013740038472107722,0.893687707641196,0.10631229235880399,0.000981431319436266,0.0016880618694303773
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-21,Europe/London,7,23,Baseline,0.0,false,false,New-IP over-ramp,false,Apple,icloud.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,19559,248,19311,20,19291,19052,239,84,120,35,58,546,394,15880,3291,120,119,15,511,1853,2471,2176,35,376,20,49,32,86900,418,774000,1676387900,0.0010356791466003832,0.012679584845851015,0.9876108029651133,0.003006583380851174,0.012389197034886735,0.004354362137784459,0.006220517339692084,0.0018143175574101913,0.020680243543984882,0.0007873189166491707,0.09726013017006088,0.026821331093848415,0.0018370774721813983,0.9494949494949495,0.050505050505050504,0.0025719084610539575,0.001679613688851564
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-21,Europe/London,7,23,Baseline,0.0,false,false,New-IP over-ramp,false,Zoho Mail,zoho.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,17929,80,17849,11,17838,17400,438,153,226,59,113,895,853,14619,2928,291,147,1,235,2372,2842,2391,60,803,140,32,31,86900,418,774000,1550122200,0.000616281024147011,0.0044620447319984385,0.9754456777665658,0.006334790895840341,0.02455432223343424,0.008577194752774974,0.012669581791680682,0.003307545688978585,0.04902298850574713,0.00005747126436781609,0.13632183908045978,0.013505747126436781,0.0034482758620689655,0.8515376458112407,0.14846235418875928,0.0018390804597701149,0.001781609195402299
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-21,Europe/London,7,23,Baseline,0.0,false,false,New-IP over-ramp,false,GMX,gmx.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,13040,26,13014,20,12994,12778,216,68,136,12,99,391,313,11023,1864,107,109,4,369,2312,2853,2588,6,231,22,45,15,86900,418,774000,1129178600,0.0015368065160596281,0.001993865030674847,0.9833769432045559,0.0076189010312451904,0.01662305679544405,0.005233184546713868,0.010466369093427736,0.0009235031553024473,0.024495226169979654,0.0003130380341211457,0.18093598372202221,0.028877758647675694,0.0004695570511817186,0.9130434782608695,0.08695652173913043,0.0035216778838628895,0.0011738926279542964
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-22,Europe/London,8,22,Baseline,0.0,false,false,New-IP over-ramp,true,Google,gmail.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,41854,319,41535,14,41521,41152,369,156,172,41,172,1643,1391,35760,5569,192,177,22,677,8318,10354,9859,137,2148,179,162,27,86900,418,774000,3608174900,0.0003370651257975202,0.00762173268982654,0.9911129308060981,0.00414248211748272,0.008887069193901882,0.003757134943763397,0.00414248211748272,0.0009874521326557646,0.03380151632970451,0.0005346034214618973,0.2021286936236392,0.016451205287713842,0.003329121306376361,0.9230769230769231,0.07692307692307693,0.003936625194401244,0.000656104199066874
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-22,Europe/London,8,22,Baseline,0.0,false,false,New-IP over-ramp,true,Microsoft,outlook.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,29703,195,29508,11,29497,28958,539,141,282,116,225,1092,903,25473,3669,355,184,12,500,4756,5525,4756,107,1000,65,115,34,86900,418,774000,2563289300,0.00037278026297953097,0.006564993435006565,0.9817269552835881,0.007627894362138523,0.01827304471641184,0.004780147133606807,0.009560294267213615,0.0039326033155914165,0.031183092755024518,0.0004143932592029836,0.1642378617307825,0.01726638580012432,0.003695006561226604,0.9389671361502347,0.06103286384976526,0.003971268734028593,0.0011741142344084536
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-22,Europe/London,8,22,Baseline,0.0,false,false,New-IP over-ramp,false,Yahoo,yahoo.co.uk,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,18307,112,18195,5,18190,18040,150,56,90,4,55,931,766,13917,4199,74,76,4,661,3197,3899,3197,22,462,47,62,11,86900,418,774000,1580711000,0.0002748007694421544,0.006117878407166657,0.9917537108301264,0.0030236393622869707,0.008246289169873557,0.0030786146234194614,0.004947773501924134,0.00021990104452996153,0.042461197339246116,0.00022172949002217295,0.17721729490022173,0.03664079822616408,0.0012195121951219512,0.9076620825147348,0.09233791748526522,0.003436807095343681,0.0006097560975609756
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-22,Europe/London,8,22,Baseline,0.0,false,false,New-IP over-ramp,false,Apple,icloud.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,13730,73,13657,14,13643,13565,78,29,39,10,21,295,165,12065,1526,52,26,10,299,1483,1966,1850,27,777,54,44,20,86900,418,774000,1185576700,0.0010251153254741158,0.005316824471959213,0.9942827823792421,0.0015392508978963571,0.0057172176207578975,0.0021256321923330645,0.0028586088103789487,0.0007329766180458843,0.012163656468853668,0.0007371913011426465,0.10932546995945448,0.02204201990416513,0.0019904165130851456,0.9350180505415162,0.06498194945848375,0.0032436417250276445,0.001474382602285293
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-22,Europe/London,8,22,Baseline,0.0,false,false,New-IP over-ramp,false,Zoho Mail,zoho.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,12586,154,12432,9,12423,12312,111,40,58,13,54,331,280,10345,1999,79,32,8,263,2679,3313,2764,43,628,105,52,30,86900,418,774000,1079558700,0.0007239382239382239,0.012235817575083427,0.991064960154552,0.004346776141028737,0.008935039845447959,0.0032198341785398053,0.004668759558882718,0.0010464461080254366,0.022742040285899934,0.000649772579597141,0.2175925925925926,0.02136127355425601,0.0034925276153346327,0.8567530695770805,0.1432469304229195,0.004223521767381416,0.0024366471734892786
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-22,Europe/London,8,22,Baseline,0.0,false,false,New-IP over-ramp,false,GMX,gmx.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,9153,39,9114,6,9108,8968,140,55,78,7,34,411,383,7485,1556,67,73,3,155,861,1172,941,20,136,9,7,5,86900,418,774000,791485200,0.0006583278472679394,0.0042608980662078005,0.9846288976723759,0.003732981993851559,0.015371102327624066,0.006038647342995169,0.008563899868247694,0.0007685551163812034,0.042707404103479035,0.00033452274754683316,0.09600802854594112,0.017283675289919715,0.0022301516503122213,0.9379310344827586,0.06206896551724138,0.0007805530776092774,0.0005575379125780553
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-23,Europe/London,9,21,Baseline,0.0,false,false,New-IP over-ramp,true,Google,gmail.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,36776,252,36524,49,36475,36106,369,159,162,48,82,1471,1177,31891,4357,227,142,42,396,8444,10466,9836,62,438,22,155,78,86900,418,774000,3169677500,0.0013415836162523273,0.006852294974983685,0.9898834818368746,0.0022481151473612063,0.010116518163125428,0.004359150102810144,0.004441398217957505,0.0013159698423577794,0.03259846008973578,0.0011632415664986429,0.23386694732177477,0.010967706198415776,0.001717166121974187,0.9521739130434783,0.04782608695652174,0.004292915304935468,0.0021603057663546225
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-23,Europe/London,9,21,Baseline,0.0,false,false,New-IP over-ramp,true,Microsoft,outlook.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,26099,33,26066,37,26029,25903,126,43,78,5,62,452,325,19355,6606,68,58,14,322,7211,7989,7211,34,277,43,103,69,86900,418,774000,2261920100,0.0014194736438272078,0.0012644162611594313,0.9951592454569903,0.0023819585846555765,0.00484075454300972,0.0016520035345191902,0.002996657574244112,0.00019209343424641745,0.012546809249893834,0.0005404779369185036,0.27838474307995215,0.012430992549125584,0.0013125892753735088,0.865625,0.134375,0.003976373393043277,0.002663784117669768
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-23,Europe/London,9,21,Baseline,0.0,false,false,New-IP over-ramp,false,Yahoo,yahoo.co.uk,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,16086,148,15938,4,15934,15902,32,7,20,5,8,699,600,14457,1461,16,16,8,602,3844,4821,4083,51,540,21,31,32,86900,418,774000,1384664600,0.00025097251850922326,0.009200547059554892,0.9979917158277897,0.000502071043052592,0.002008284172210368,0.00043931216267101796,0.0012551776076314798,0.00031379440190786994,0.037731103005911204,0.0005030813734121495,0.2417305999245378,0.03785687334926424,0.0032071437555024527,0.9625668449197861,0.0374331550802139,0.001949440321972079,0.002012325493648598
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-23,Europe/London,9,21,Baseline,0.0,false,false,New-IP over-ramp,false,Apple,icloud.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,12064,123,11941,16,11925,11844,81,22,44,15,20,251,225,9359,2513,53,28,3,459,1868,2252,2133,43,600,64,10,29,86900,418,774000,1036282500,0.001339921279624822,0.010195623342175067,0.9932075471698113,0.0016771488469601676,0.006792452830188679,0.0018448637316561844,0.003689727463312369,0.0012578616352201257,0.018996960486322188,0.00025329280648429586,0.15771698750422156,0.03875379939209726,0.003630530226274907,0.9036144578313253,0.0963855421686747,0.0008443093549476528,0.002448497129348193
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-23,Europe/London,9,21,Baseline,0.0,false,false,New-IP over-ramp,false,Zoho Mail,zoho.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,11059,91,10968,11,10957,10880,77,21,50,6,14,238,187,8631,2271,55,22,6,123,1138,1756,1649,27,526,59,14,19,86900,418,774000,952163300,0.0010029175784099199,0.008228592096934623,0.9929725289769097,0.0012777220041982295,0.007027471023090262,0.001916583006297344,0.004563292872136534,0.0005475951446563841,0.0171875,0.0005514705882352941,0.10459558823529412,0.01130514705882353,0.0024816176470588234,0.8991452991452992,0.10085470085470086,0.001286764705882353,0.0017463235294117648
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-23,Europe/London,9,21,Baseline,0.0,false,false,New-IP over-ramp,false,GMX,gmx.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,8043,71,7972,9,7963,7929,34,13,15,6,17,242,200,7203,740,20,14,9,195,2061,2519,2061,22,126,6,3,20,86900,418,774000,691984700,0.0011289513296537882,0.008827551908491856,0.9957302524174306,0.0021348737912846917,0.004269747582569383,0.001632550546276529,0.0018837121687806104,0.0007534848675122441,0.02522386177323748,0.0011350737797956867,0.2599318955732123,0.024593265228906546,0.002774624795056123,0.9545454545454546,0.045454545454545456,0.00037835792659856227,0.0025223861773237483
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-24,Europe/London,10,20,Baseline,0.0,false,false,New-IP over-ramp,true,Google,gmail.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,46875,321,46554,27,46527,46076,451,174,194,83,129,2457,2237,39540,6726,261,190,31,1865,7386,8568,7386,34,1693,259,190,92,86900,418,774000,4043196300,0.0005799716458306483,0.006848,0.9903067036344488,0.0027725836611000062,0.009693296365551185,0.0037397640079953574,0.004169621939948847,0.001783910417606981,0.04855022137338311,0.0006728014584599358,0.16030037329629307,0.04047660387186388,0.0007379112770205747,0.8673155737704918,0.13268442622950818,0.0041236218421737995,0.001996701102526261
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-24,Europe/London,10,20,Baseline,0.0,false,false,New-IP over-ramp,true,Microsoft,outlook.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,33267,428,32839,19,32820,32575,245,61,124,60,69,1730,1651,29275,3414,131,114,17,594,5552,6777,6296,29,977,155,30,52,86900,418,774000,2852058000,0.000578580346539176,0.012865602549072654,0.9925350396099939,0.0021023765996343695,0.007464960390006094,0.001858622790981109,0.003778184034125533,0.0018281535648994515,0.05068303914044513,0.0005218726016884114,0.17043745203376823,0.018234842670759786,0.0008902532617037606,0.8630742049469965,0.13692579505300354,0.000920951650038373,0.0015963161933998465
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-24,Europe/London,10,20,Baseline,0.0,false,false,New-IP over-ramp,false,Yahoo,yahoo.co.uk,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,20503,197,20306,26,20280,20202,78,25,42,11,35,587,506,15418,4806,56,22,15,373,3535,4759,4434,38,484,79,86,3,86900,418,774000,1762332000,0.0012804097311139564,0.009608349997561333,0.9961538461538462,0.0017258382642998027,0.0038461538461538464,0.001232741617357002,0.0020710059171597634,0.0005424063116370809,0.025047025047025048,0.0007425007425007425,0.17498267498267497,0.018463518463518465,0.001881001881001881,0.8596802841918295,0.14031971580817051,0.004257004257004257,0.0001485001485001485
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-24,Europe/London,10,20,Baseline,0.0,false,false,New-IP over-ramp,false,Apple,icloud.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,15377,147,15230,6,15224,15194,30,11,13,6,7,684,523,12246,2963,15,15,4,293,3398,4507,4027,11,219,38,65,10,86900,418,774000,1322965600,0.0003939592908732764,0.00955973206737335,0.9980294272201786,0.0004598003152916448,0.0019705727798213345,0.000722543352601156,0.0008539148712559117,0.00039411455596426696,0.03442148216401211,0.00026326181387389757,0.223640910885876,0.019283927866262998,0.0007239699881532184,0.8521400778210116,0.14785992217898833,0.004278004475450836,0.000658154534684744
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-24,Europe/London,10,20,Baseline,0.0,false,false,New-IP over-ramp,false,Zoho Mail,zoho.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,14096,132,13964,11,13953,13921,32,13,19,0,10,467,358,11252,2684,17,15,17,569,1835,2310,2177,23,781,58,41,28,86900,418,774000,1212515700,0.000787739902606703,0.009364358683314415,0.9977065863971906,0.0007166917508779474,0.0022934136028094315,0.0009316992761413316,0.0013617143266681,0,0.025716543351770708,0.0012211766396092235,0.13181524315781912,0.04087350046692048,0.0016521801594713023,0.930870083432658,0.06912991656734208,0.002945190719057539,0.002011349759356368
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-24,Europe/London,10,20,Baseline,0.0,false,false,New-IP over-ramp,false,GMX,gmx.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,10252,128,10124,14,10110,10083,27,10,14,3,10,138,108,8004,2090,16,11,7,208,1102,1401,1238,22,172,25,12,12,86900,418,774000,878559000,0.001382852627419992,0.012485368708544674,0.9973293768545994,0.0009891196834817012,0.0026706231454005935,0.0009891196834817012,0.0013847675568743817,0.0002967359050445104,0.010711097887533471,0.0006942378260438362,0.1092928691857582,0.02062878111673113,0.0021818903104234852,0.8730964467005076,0.12690355329949238,0.0011901219875037191,0.0011901219875037191
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-25,Europe/London,11,19,Baseline,0.0,false,false,New-IP over-ramp,true,Google,gmail.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,51634,201,51433,26,51407,51304,103,31,45,27,18,2794,2417,46056,5282,69,34,64,1391,13649,16597,15562,150,1555,78,26,132,86900,418,774000,4467268300,0.0005055120253533723,0.00389278382461169,0.997996381815706,0.00035014686715816913,0.0020036181842939677,0.0006030307156612912,0.0008753671678954228,0.0005252203007372536,0.047111336348043036,0.0012474660845158273,0.2660416341805707,0.02711289568064868,0.00292374863558397,0.9522351500306185,0.047764849969381504,0.0005067830968345548,0.002572898799313894
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-25,Europe/London,11,19,Baseline,0.0,false,false,New-IP over-ramp,true,Microsoft,outlook.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,36644,264,36380,17,36363,36185,178,75,84,19,68,1312,1039,30041,6231,91,87,37,819,9973,12301,9973,132,951,94,152,83,86900,418,774000,3159944700,0.00046728971962616824,0.007204453662263945,0.9951049143360009,0.0018700327255726976,0.00489508566399912,0.0020625360943816516,0.00231004042570745,0.0005225091439100184,0.02871355534061075,0.0010225231449495647,0.27561144120491915,0.022633687992261987,0.003647920409009258,0.9100478468899521,0.08995215311004785,0.0042006356224955094,0.0022937681359679425
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-25,Europe/London,11,19,Baseline,0.0,false,false,New-IP over-ramp,false,Yahoo,yahoo.co.uk,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,22585,213,22372,31,22341,22062,279,101,159,19,120,771,585,17038,5121,182,97,14,561,2512,3275,3111,17,879,131,40,59,86900,418,774000,1941432900,0.0013856606472376185,0.009431038299756476,0.9875117496978649,0.005371290452531221,0.012488250302135087,0.004520836130880444,0.007116959849603867,0.0008504543216507766,0.026516181669839545,0.0006345752878252198,0.11386093735835373,0.025428338319282023,0.0007705557066449098,0.8702970297029703,0.1297029702970297,0.0018130722509291995,0.0026742815701205694
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-25,Europe/London,11,19,Baseline,0.0,false,false,New-IP over-ramp,false,Apple,icloud.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,16938,89,16849,17,16832,16693,139,26,83,30,66,555,424,12952,3783,97,42,10,244,2024,3028,2870,43,403,55,27,23,86900,418,774000,1462700800,0.0010089619561991809,0.005254457432990908,0.9917419201520913,0.003921102661596958,0.008258079847908745,0.0015446768060836502,0.004931083650190114,0.001782319391634981,0.025399868208230994,0.0005990534954771461,0.12124842748457437,0.014616905289642365,0.0025759300305517284,0.8799126637554585,0.12008733624454149,0.0016174444377882945,0.001377823039597436
26060005,ACC-ALDI-005,Aldi UK,Open,IP warming over-ramp,2026-06-25,Europe/London,11,19,Baseline,0.0,false,false,New-IP over-ramp,false,Zoho Mail,zoho.com,offers.aldi.co.uk,185.12.40.24,pool-aldi-promo,specialbuys_launch,brazeAldiUK,15527,65,15462,17,15445,15220,225,61,124,40,80,757,626,11482,3837,126,99,5,496,4086,4752,4230,6,526,92,12,13,86900,418,774000,1342170500,0.0010994696675721122,0.0041862561988793715,0.985432178698608,0.005179669796050502,0.014567821301392036,0.003949498219488507,0.008028488183878277,0.002589834898025251,0.04113009198423127,0.000328515111695138,0.26846254927726676,0.032588699080157685,0.00039421813403416555,0.8511326860841424,0.1488673139158576,0.0007884362680683311,0.0008541392904073587
